city,males,females,babies,young,elderly,lat,lng,state,state_name
Clinton,6,2,0,0,8,35.5156056,-98.9673069,OK,Oklahoma
Coleman,1,1,0,1,1,34.2714809,-96.4191624,OK,Oklahoma
Coweta,3,0,0,1,2,35.9517674,-95.650814,OK,Oklahoma
Cushing,1,1,0,0,2,35.9850639,-96.76697,OK,Oklahoma
Duncan,2,0,0,0,2,34.5023029,-97.9578129,OK,Oklahoma
Edmond,1,0,0,0,1,35.6672015,-97.42937037,OK,Oklahoma
Enid,3,0,0,0,3,36.3969501,-97.8791067,OK,Oklahoma
Guthrie,1,0,1,0,0,35.878937,-97.4253185,OK,Oklahoma
Hominy,1,0,0,1,0,36.4142357,-96.3952963,OK,Oklahoma
Hugo,2,0,0,0,2,34.017889,-95.53929158,OK,Oklahoma
Jay,1,0,0,0,1,36.4211914,-94.7968959,OK,Oklahoma
Kenefic,1,0,0,0,1,34.148149,-96.3622146,OK,Oklahoma
Langston,1,0,0,0,1,35.9450505,-97.2553142,OK,Oklahoma
Lawton,6,2,0,2,6,34.6086854,-98.3903305,OK,Oklahoma
McLoud,1,0,0,0,1,35.4358996,-97.0914163,OK,Oklahoma
Midwest City,2,2,0,0,4,35.4741805,-97.37978958,OK,Oklahoma
Moore,1,0,0,1,0,35.330747,-97.47688686,OK,Oklahoma
Muldrow,1,0,0,0,1,35.4062034,-94.5988306,OK,Oklahoma
Muskogee,1,1,0,0,2,35.7478769,-95.3696909,OK,Oklahoma
Norman,2,0,0,0,2,35.2225717,-97.4394816,OK,Oklahoma
OKlahoma City,1,0,0,0,1,35.4707419,-97.5198806,OK,Oklahoma
Oklahoma City,46,6,1,2,46,35.4707419,-97.5198806,OK,Oklahoma
Oklahoma city,1,0,0,0,1,35.4707419,-97.5198806,OK,Oklahoma
Osage County,1,0,0,0,1,36.579681,-96.44426818,OK,Oklahoma
Owasso,1,0,0,0,1,36.2695388,-95.8547119,OK,Oklahoma
Paden,1,0,0,0,1,35.5078487,-96.5675136,OK,Oklahoma
Panama,1,0,0,1,0,35.1673194,-94.6724465,OK,Oklahoma
Paoli,2,0,0,0,2,34.8267449,-97.2591911,OK,Oklahoma
Pryor,1,0,0,0,1,36.3084275,-95.3169136,OK,Oklahoma
Sallisaw,1,0,0,0,1,35.4603711,-94.7874463,OK,Oklahoma
Sand Springs,1,1,0,0,2,36.1398102,-96.1088911,OK,Oklahoma
Skiatook,1,0,0,0,1,36.3684245,-96.0013847,OK,Oklahoma
Stillwell,1,0,0,0,1,35.8138669,-94.6257297,OK,Oklahoma
Tulsa,36,11,0,1,46,36.219525,-96.03404332,OK,Oklahoma
Tulsa ,1,0,0,0,1,36.1524357,-95.9904093,OK,Oklahoma
Wade,1,0,0,0,1,33.8889875,-96.0760915,OK,Oklahoma
Warr Acres,1,0,0,0,1,35.527837,-97.62337852,OK,Oklahoma
Yale,1,0,0,0,1,36.1142305,-96.6991933,OK,Oklahoma
Amber,0,1,0,0,1,35.1603415,-97.8792104,OK,Oklahoma
Elk City,0,1,0,0,1,35.4119944,-99.4042592,OK,Oklahoma
Grove,0,1,0,0,1,36.5936863,-94.7691186,OK,Oklahoma
Jenks,0,1,0,0,1,36.0228734,-95.9683278,OK,Oklahoma
Logan County,0,1,0,0,1,35.94536195,-97.43620336,OK,Oklahoma
The Village,0,1,0,0,1,35.5690425,-97.55743137,OK,Oklahoma
Anchorage,9,0,0,0,9,61.218056,-149.9002806,AK,Alaska
Chugiak,1,1,0,0,2,61.3888889,-149.4819444,AK,Alaska
Cooper Landing,1,0,0,0,1,60.495261,-149.8478571,AK,Alaska
Fairbanks,2,2,0,0,4,64.829002,-147.6699167,AK,Alaska
Fort Richardson,1,0,0,0,1,61.2548733,-149.6900616,AK,Alaska
Joint Base Elmendorf-Richardson,1,0,0,0,1,61.2207463,-149.6218062,AK,Alaska
King Salmon,1,0,0,0,1,58.755172,-156.5192533,AK,Alaska
Kodiak,1,0,0,1,0,57.7909145,-152.4049321,AK,Alaska
Manokotak,1,0,0,0,1,58.9813889,-159.0583333,AK,Alaska
Soldotna,2,1,0,0,3,60.4877675,-151.06101,AK,Alaska
Sutton,1,0,0,0,1,61.7113889,-148.8941667,AK,Alaska
Tununak,1,0,1,0,0,60.573457,-165.2483102,AK,Alaska
Wasilla,2,1,0,0,3,61.5797115,-149.4647392,AK,Alaska
Delta Junction,0,1,1,0,0,64.0619265,-145.688043,AK,Alaska
Mountain Village,0,1,1,0,0,62.0855556,-163.7294444,AK,Alaska
Sitka,0,1,0,0,1,57.073204,-135.3096556,AK,Alaska
Anderson,10,3,0,1,12,40.1053196,-85.6802541,IN,Indiana
Angola,1,0,0,0,1,41.6348464,-84.9992683,IN,Indiana
Clarksville,2,1,0,0,3,38.2967362,-85.7599631,IN,Indiana
Cowan,1,1,0,0,2,40.1058781,-85.388582,IN,Indiana
Cromwell,1,0,0,0,1,41.4006036,-85.6158185,IN,Indiana
East Chicago,6,1,0,0,7,41.6397857,-87.4548466,IN,Indiana
Edinburgh,1,1,0,0,2,39.3542176,-85.9665577,IN,Indiana
Elkhart,6,0,0,1,5,41.6012796,-85.8590603,IN,Indiana
Elwood,1,0,0,0,1,40.2769834,-85.8419246,IN,Indiana
English,1,0,0,0,1,38.3345045,-86.4641498,IN,Indiana
Evansville,3,1,0,0,4,37.9747645,-87.5558483,IN,Indiana
Fort Branch,1,0,0,0,1,38.2511558,-87.5811332,IN,Indiana
Fort Wayne,37,2,0,1,37,41.0799898,-85.1386015,IN,Indiana
Ft Wayne,1,0,0,0,1,41.0799898,-85.1386015,IN,Indiana
Gary,49,2,0,1,49,41.5927467,-87.3467803,IN,Indiana
Glen Park,1,0,0,0,1,41.5417032,-87.3361482,IN,Indiana
Goshen,1,1,0,0,2,41.5815012,-85.8346529,IN,Indiana
Greensburg,2,2,0,0,4,39.3372722,-85.483581,IN,Indiana
Greenwood,6,2,0,1,7,39.6136578,-86.1066526,IN,Indiana
Hammond,10,1,0,1,10,41.5833658,-87.500043,IN,Indiana
Hudson Lake,1,0,0,0,1,41.7154271,-86.5458523,IN,Indiana
Indianapolis,104,14,1,5,109,39.7683795,-86.1580447,IN,Indiana
Jeffersonville,2,1,0,0,2,38.2775702,-85.7371847,IN,Indiana
Johnson County,1,2,1,0,2,39.4901815,-86.10086832,IN,Indiana
Knox,2,0,0,0,2,38.687009,-87.3811461,IN,Indiana
Kokomo,3,1,0,0,4,40.4864444,-86.1336351,IN,Indiana
Lafayette,7,0,0,2,5,40.4167022,-86.8752869,IN,Indiana
Lapel,1,0,0,0,1,40.0683725,-85.8483132,IN,Indiana
Lawrence,7,3,0,0,10,38.8400395,-86.4880717,IN,Indiana
Marion,9,3,0,2,10,40.5583739,-85.6591442,IN,Indiana
Markle,1,0,0,0,1,40.8292133,-85.3355283,IN,Indiana
Merrillville,2,0,0,1,1,41.4828144,-87.3328139,IN,Indiana
Michigan City,1,0,1,0,0,41.7075394,-86.8950297,IN,Indiana
Milan,1,1,0,0,2,39.1211656,-85.1313464,IN,Indiana
Modoc,1,0,1,0,0,40.0453238,-85.1263542,IN,Indiana
Mooresville,1,0,0,0,1,39.6128243,-86.37416,IN,Indiana
Morgan Co,1,0,0,0,1,39.4863813,-86.46781446,IN,Indiana
New Carlisle,1,1,0,0,2,41.7003231,-86.5094621,IN,Indiana
New Castle,4,1,0,0,5,39.9289351,-85.3702477,IN,Indiana
Noblesville,1,1,0,1,1,40.0455918,-86.0085955,IN,Indiana
North Vernon,1,0,0,0,1,39.006165,-85.6235796,IN,Indiana
Parke County,1,0,0,0,1,39.779175,-87.19128088,IN,Indiana
Perry County,1,1,0,0,2,38.0529355,-86.61445245,IN,Indiana
Pierceton,1,0,0,0,1,41.2003229,-85.7055417,IN,Indiana
Porter County,1,0,0,0,1,41.466009,-87.07492974,IN,Indiana
Princeton,2,2,0,0,4,38.3553236,-87.5675223,IN,Indiana
Rochester,21,4,0,1,24,41.0647645,-86.2158331,IN,Indiana
Sellersburg,1,0,0,0,1,38.3981216,-85.754964,IN,Indiana
South Bend,5,0,0,0,5,41.6833813,-86.2500066,IN,Indiana
Southport,2,1,0,0,3,39.6588985,-86.11566522,IN,Indiana
Speedway,1,0,0,0,1,39.8022653,-86.2672127,IN,Indiana
Stewartsville,1,1,0,0,2,38.1847672,-87.8328061,IN,Indiana
Sunman,1,0,0,0,1,39.2369971,-85.0946809,IN,Indiana
Terre Haute,2,0,0,0,2,39.4667025,-87.4139119,IN,Indiana
Vigo County,1,0,0,0,1,39.435072,-87.38363129,IN,Indiana
Waynesville,3,1,0,0,4,39.1150521,-85.8916509,IN,Indiana
Gas City,0,1,0,0,1,40.4872625,-85.6130311,IN,Indiana
Porter,0,1,0,0,1,41.6155937,-87.0741995,IN,Indiana
Winslow,0,1,0,0,1,38.382272,-87.2127863,IN,Indiana
Annapolis,4,1,0,1,4,38.9786401,-76.492786,MD,Maryland
Aspen Hill,1,0,0,0,1,39.0794975,-77.0735251,MD,Maryland
Baltimore,178,22,1,2,196,39.2909295,-76.6097684,MD,Maryland
Baltimore County,1,0,0,0,1,39.2846027,-76.62047203,MD,Maryland
Bel Air,1,0,0,0,1,39.5357481,-76.3484809,MD,Maryland
Berlin,1,0,0,0,1,38.3226154,-75.2176892,MD,Maryland
Bowie,1,0,0,0,1,39.0067768,-76.7791365,MD,Maryland
Brandywine,1,0,0,0,1,38.6967833,-76.8477485,MD,Maryland
Calverton,1,0,0,0,1,39.0576091,-76.9358082,MD,Maryland
Capitol Heights,3,0,0,0,3,38.8853963,-76.9159441,MD,Maryland
College Park,6,0,0,0,6,38.980666,-76.9369189,MD,Maryland
Delmar,1,0,0,0,1,38.4559497,-75.577425,MD,Maryland
District Heights,2,0,0,0,2,38.8576128,-76.8894171,MD,Maryland
Dundalk,1,1,0,0,2,39.2574114,-76.5236745,MD,Maryland
Edgewood,2,0,0,1,1,39.4187194,-76.2944016,MD,Maryland
Essex,1,0,0,0,1,39.3075143,-76.4788202,MD,Maryland
Fairmount Heights,1,0,0,0,1,38.9009452,-76.9155291,MD,Maryland
Forestville,8,0,0,1,7,38.8451131,-76.8749722,MD,Maryland
Fort Washington,2,0,0,1,1,38.7073379,-77.0230314,MD,Maryland
Frederick,2,0,1,0,1,39.414443,-77.4105783,MD,Maryland
Frostburg,1,0,0,0,1,39.6581425,-78.928357,MD,Maryland
Ft Washington,1,0,0,0,1,38.7073379,-77.0230314,MD,Maryland
Gaithersburg,1,0,0,0,1,39.1434406,-77.2013705,MD,Maryland
Glen Burnie,6,1,0,0,7,39.1626298,-76.6250756,MD,Maryland
Glenarden,1,0,0,0,1,38.9292782,-76.8616387,MD,Maryland
Grasonville,1,0,0,0,1,38.9581686,-76.2102288,MD,Maryland
Hagerstown,2,0,0,0,2,39.6419219,-77.7202641,MD,Maryland
Harmans,1,0,0,0,1,39.1573304,-76.6966356,MD,Maryland
Havre de Grace,1,0,0,0,1,39.5489964,-76.0914718,MD,Maryland
Hillcrest Heights,4,0,0,1,3,38.8328909,-76.9594189,MD,Maryland
La Plata,1,0,0,0,1,38.5292877,-76.9752514,MD,Maryland
Landover,2,0,0,0,2,38.9340002,-76.8966397,MD,Maryland
Lansdowne,1,0,0,0,1,39.2451071,-76.660524,MD,Maryland
Largo,2,0,0,0,2,38.8823465,-76.82862429,MD,Maryland
Lewisdale,1,0,0,0,1,38.9734438,-76.9738644,MD,Maryland
Middle River,1,0,0,0,1,39.3342745,-76.4394057,MD,Maryland
Millersville,1,0,0,0,1,39.0595542,-76.6480219,MD,Maryland
North East,1,0,0,0,1,39.6001132,-75.9413327,MD,Maryland
Ocean City,1,0,0,0,1,38.40678,-75.0618486,MD,Maryland
Odenton,1,0,0,0,1,39.0837774,-76.7000224,MD,Maryland
Oxon Hill,2,0,0,0,2,38.8035961,-76.9896573,MD,Maryland
Port Deposit,2,0,0,0,2,39.6048327,-76.1152289,MD,Maryland
Prince Frederick,2,0,0,0,2,38.5403996,-76.5844017,MD,Maryland
Prince George's County,3,0,0,0,3,38.803929,-76.8518695,MD,Maryland
Princess Anne,2,0,0,0,2,38.2028993,-75.692427,MD,Maryland
Queen Anne's County,1,0,0,0,1,39.0326935,-76.03965856,MD,Maryland
Rawlings,1,0,0,0,1,39.5345348,-78.8833562,MD,Maryland
Reservoir Hill,1,0,0,0,1,39.3137013,-76.633292,MD,Maryland
Rockville,1,0,0,0,1,39.0840054,-77.1527573,MD,Maryland
Rodgers Forge,1,0,0,0,1,39.38056195,-76.61214533,MD,Maryland
Rosedale,2,0,0,0,2,39.3201074,-76.5155191,MD,Maryland
Salisbury,7,0,0,0,7,38.3662114,-75.6008881,MD,Maryland
Seat Pleasant,2,0,0,0,2,38.8962231,-76.9066399,MD,Maryland
Severn,1,0,0,0,1,39.1370528,-76.6983022,MD,Maryland
Silver Spring,1,0,0,0,1,39.00884145,-77.02054406,MD,Maryland
Spauldings,1,0,0,0,1,38.8534461,-76.9066397,MD,Maryland
St. Mary's County,1,0,0,0,1,38.20161245,-76.55905794,MD,Maryland
Suitland,1,0,0,1,0,38.848724,-76.9238625,MD,Maryland
Takoma Park,2,0,0,0,2,38.9778882,-77.0074765,MD,Maryland
Taneytown,1,0,0,0,1,39.6578773,-77.1744279,MD,Maryland
Temple Hills,2,0,0,0,2,38.8140024,-76.9455296,MD,Maryland
Timonium,1,0,0,0,1,39.4368436,-76.6187044,MD,Maryland
Towson,1,0,0,0,1,39.4018565,-76.6023686,MD,Maryland
Upper Marlboro,1,0,0,0,1,38.8162654,-76.7518462,MD,Maryland
Waldorf,1,1,0,0,2,38.63501915,-76.9063117,MD,Maryland
West Baltimore,1,0,0,0,1,39.2933208,-76.6531881,MD,Maryland
White Marsh,2,0,0,0,2,39.3837187,-76.4321837,MD,Maryland
Windsor Mill,1,0,0,0,1,39.3328839,-76.7594179,MD,Maryland
Elkton,0,1,1,0,0,39.6065545,-75.81580023,MD,Maryland
Frederick County,0,1,0,0,0,39.4698212,-77.36798296,MD,Maryland
Parkville,0,1,0,0,1,39.3773292,-76.5396875,MD,Maryland
Apopka,4,0,0,0,4,28.741245,-81.53442927,FL,Florida
Archer,1,0,0,0,1,29.5299677,-82.5189969,FL,Florida
Belle Glade,3,0,0,0,2,26.67205525,-80.68250333,FL,Florida
Big Pine Key,1,1,0,0,2,24.689235,-81.36884678,FL,Florida
Boca Raton,5,2,0,0,7,26.3586885,-80.0830984,FL,Florida
Bonita Springs,2,0,0,0,2,26.3617755,-81.7930307,FL,Florida
Boynton Beach,6,1,1,0,6,26.5253491,-80.0664309,FL,Florida
Bradenton,6,1,0,0,7,27.4989278,-82.5748194,FL,Florida
Brandon,4,1,0,0,5,27.937801,-82.2859247,FL,Florida
Brevard County,1,0,0,0,1,28.306727,-80.70061324,FL,Florida
Brooksville,6,2,2,0,6,28.5552719,-82.3878709,FL,Florida
Broward County,1,0,0,0,1,26.1457087,-80.4555171,FL,Florida
Cape Coral,2,1,0,0,3,26.5628537,-81.9495331,FL,Florida
Clearwater,4,1,0,0,5,27.9658533,-82.8001026,FL,Florida
Cocoa,2,2,0,0,4,28.38212585,-80.76245271,FL,Florida
Cocoa Beach,1,0,0,0,1,28.330172,-80.62624541,FL,Florida
Coconut Grove,1,0,0,0,1,25.7398164,-80.2388468,FL,Florida
Collier,1,0,0,0,1,26.1360651,-81.7306851,FL,Florida
Columbia County,1,0,0,0,1,30.2116605,-82.62635067,FL,Florida
Crestview,1,0,0,0,1,30.7621326,-86.5705084,FL,Florida
Dade City,2,1,0,0,3,28.3647248,-82.1959178,FL,Florida
Davenport,3,1,0,0,4,28.1614046,-81.6017417,FL,Florida
Daytona Beach,4,0,0,1,3,29.2108147,-81.0228331,FL,Florida
DeLand,1,0,0,0,1,29.0194825,-81.2941418,FL,Florida
Deland,1,0,0,0,1,29.0194825,-81.2941418,FL,Florida
Delray Beach,5,0,0,0,5,26.4614625,-80.0728201,FL,Florida
Deltona,1,0,0,0,1,28.9005446,-81.2636738,FL,Florida
Dorcas,1,0,0,0,1,30.7982425,-86.4157823,FL,Florida
East Naples,1,0,0,0,1,26.1385453,-81.7665464,FL,Florida
East Tampa,1,0,0,0,1,27.8644695,-82.3800931,FL,Florida
Eatonville,1,0,0,0,1,28.6183331,-81.3859156,FL,Florida
El Portal,1,0,0,0,1,25.8553739,-80.193103,FL,Florida
Elfers,1,0,0,0,1,28.213023,-82.72327415,FL,Florida
Escambia,1,0,0,0,1,30.5476304,-87.21598081,FL,Florida
Escambia County,1,0,0,0,1,30.614269,-87.32605676,FL,Florida
Fort Lauderdale,9,2,0,0,11,26.1223084,-80.1433786,FL,Florida
Fort Myers,10,2,0,2,9,26.640628,-81.8723084,FL,Florida
Fort Pierce,8,1,0,1,8,27.4288232,-80.34139261,FL,Florida
Fort Walton Beach,2,0,0,0,2,30.4057552,-86.618842,FL,Florida
Frostproof,1,0,1,0,0,27.7458626,-81.5306313,FL,Florida
Gifford,1,0,0,0,1,27.672964,-80.41788872,FL,Florida
Goldenrod,1,0,0,0,1,28.6102274,-81.2848946,FL,Florida
Graceville,1,1,0,0,2,30.9568503,-85.5165993,FL,Florida
Haines,1,0,0,0,1,28.1120191,-81.63119461,FL,Florida
Hallandale Beach,3,1,0,0,4,25.9856462,-80.14000179,FL,Florida
Hialeah,9,5,0,2,12,25.8670105,-80.29146268,FL,Florida
High Springs,2,0,0,0,2,29.8269064,-82.5967832,FL,Florida
Hillsborough,1,0,0,0,1,27.9442248,-82.44468392,FL,Florida
Holiday,1,0,0,0,1,28.18776335,-82.74159177,FL,Florida
Hollywood,13,0,0,1,11,26.04042985,-80.18416508,FL,Florida
Homosassa,1,1,0,0,0,28.7824245,-82.6065264,FL,Florida
Hudson,1,0,0,0,1,28.358244,-82.6920044,FL,Florida
Immokalee,3,1,0,0,4,26.4201555,-81.42224019,FL,Florida
Indialantic,1,0,0,0,1,28.0894599,-80.5656079,FL,Florida
Interlachen,1,0,0,0,1,29.6238574,-81.8903684,FL,Florida
Islamorada,1,0,0,0,1,24.9242995,-80.6278404,FL,Florida
Jasper,5,1,0,0,6,30.5182727,-82.94819,FL,Florida
Jupiter,1,1,0,0,2,26.9248374,-80.08707374,FL,Florida
Kenneth City,1,0,0,0,0,27.8155812,-82.7201004,FL,Florida
Key West,1,0,0,1,0,24.5801765,-81.7468702,FL,Florida
Kissimmee,3,0,0,1,2,28.2920249,-81.4078013,FL,Florida
Lake Butler,4,0,0,0,4,30.0227391,-82.3395574,FL,Florida
Lake Helen,1,0,0,0,1,28.9808195,-81.2333937,FL,Florida
Lake Nona,1,0,1,0,0,28.3927142,-81.2664155,FL,Florida
Lake Park,1,0,0,0,1,26.8002153,-80.0661631,FL,Florida
Lake Wales,1,1,0,0,2,27.9014133,-81.5859099,FL,Florida
Lake Worth,6,1,0,1,6,26.62014255,-80.06294146,FL,Florida
Lakeland,7,1,1,0,7,28.0394654,-81.9498042,FL,Florida
Lantana,1,0,0,0,1,26.58295435,-80.05594064,FL,Florida
Lauderdale Lakes,6,0,0,1,5,26.16839695,-80.20472221,FL,Florida
Lauderhill,1,2,0,0,3,26.1403635,-80.2133808,FL,Florida
Lealman,1,1,0,0,2,27.8211366,-82.6792661,FL,Florida
Leesburg,2,0,0,0,2,28.7891025,-81.87269846,FL,Florida
Lehigh Acres,3,2,0,0,5,26.6042355,-81.65823732,FL,Florida
Levy County,1,0,0,0,1,29.2529515,-82.81995809,FL,Florida
Liberty City,1,1,0,0,2,25.8317637,-80.2167149,FL,Florida
Longwood,1,0,0,0,1,28.7007349,-81.34939781,FL,Florida
Lynn Haven,1,0,0,0,1,30.2454776,-85.648261,FL,Florida
Margate,1,1,0,0,2,26.2424556,-80.21414141,FL,Florida
Marion County,1,1,0,0,2,29.240728,-82.02275745,FL,Florida
Mayport,1,0,0,0,1,30.3932957,-81.4306424,FL,Florida
Melbourne,8,1,0,0,9,28.0836269,-80.6081089,FL,Florida
Merritt Island,1,0,0,0,1,28.2714905,-80.66497697,FL,Florida
Miami,56,9,2,5,52,25.7742658,-80.1936589,FL,Florida
Miami Beach,2,0,0,0,2,25.7881436,-80.1272705,FL,Florida
Miami Gardens,14,2,1,2,13,25.9420978,-80.23975396,FL,Florida
Miami-Dade,16,1,1,0,16,25.7742658,-80.1936589,FL,Florida
Miami-Dade County,2,1,0,0,3,25.7889689,-80.2264393,FL,Florida
Miramar,1,1,0,0,2,25.97592075,-80.33472174,FL,Florida
Mount Dora,1,0,0,0,1,28.8188085,-81.67568442,FL,Florida
Naples,3,0,0,0,3,26.1420358,-81.7948103,FL,Florida
Navarre,1,0,0,0,1,30.4015879,-86.863571,FL,Florida
New Port Richey,1,0,0,0,1,28.247111,-82.71702408,FL,Florida
Newberry,1,0,0,0,1,29.6463535,-82.6065023,FL,Florida
North Fort Myers,1,0,0,0,1,26.71128665,-81.81290581,FL,Florida
North Lauderdale,1,0,0,0,1,26.217305,-80.2258811,FL,Florida
North Port,1,0,0,0,1,27.044224,-82.2359254,FL,Florida
Oakland Park,3,0,0,0,3,26.1802357,-80.15141411,FL,Florida
Ocala,13,3,1,0,15,29.1700175,-82.13916387,FL,Florida
Ocklawaha,1,0,0,0,1,29.0427592,-81.9292505,FL,Florida
Opa-Locka,5,0,0,0,7,25.89695285,-80.25950901,FL,Florida
Opa-locka,1,0,0,0,1,25.8969431,-80.25950845,FL,Florida
Opa-locka ,1,0,0,0,1,25.8969431,-80.25950845,FL,Florida
Orange City,3,1,0,0,4,28.9488761,-81.2986741,FL,Florida
Orange County,15,3,0,0,18,28.51,-81.32,FL,Florida
Orange Park,1,2,0,1,2,30.1660736,-81.706484,FL,Florida
Orlando,27,6,0,1,32,28.5421175,-81.3790462,FL,Florida
Overtown,1,0,0,0,1,25.7809311,-80.1963077,FL,Florida
Pahokee,1,1,0,0,2,26.8200607,-80.6653351,FL,Florida
Palatka,1,0,0,0,1,29.6487882,-81.6372111,FL,Florida
Palm Bay,3,1,0,0,4,28.0331886,-80.6429695,FL,Florida
Palm Beach,6,0,0,0,5,26.7056206,-80.0364297,FL,Florida
Palm Beach County,3,0,0,0,3,26.64580255,-80.43360625,FL,Florida
Palm Coast,3,1,0,0,4,29.5541432,-81.2207673,FL,Florida
Palmetto Bay,1,0,0,0,1,25.6220425,-80.32099604,FL,Florida
Panama City,3,3,0,0,6,30.1600827,-85.6545729,FL,Florida
Panama City Beach,3,0,1,0,2,30.1765914,-85.8054879,FL,Florida
Pasco County,1,0,0,0,0,28.32438455,-82.42531339,FL,Florida
Pembroke Pines,2,1,0,0,3,26.0236064,-80.34125362,FL,Florida
Pensacola,6,2,0,2,6,30.421309,-87.2169149,FL,Florida
Pensacola Beach,1,0,0,0,1,30.3335333,-87.1374676,FL,Florida
Pine Hills,6,0,0,0,6,28.5829077,-81.46182937,FL,Florida
Pine Manor,1,0,0,0,1,26.5739705,-81.87811021,FL,Florida
Pinellas Park,2,0,0,0,2,27.86002,-82.70438845,FL,Florida
Plantation,1,0,0,0,1,27.0643665,-82.36830711,FL,Florida
Plymouth,1,0,0,0,1,28.6922188,-81.547295,FL,Florida
Poinciana,1,0,0,0,1,28.1402939,-81.4584058,FL,Florida
Pompano Beach,6,0,0,0,6,26.2378597,-80.1247667,FL,Florida
Port Charlotte,2,0,0,0,1,26.9824735,-82.10688537,FL,Florida
Port Orange,1,0,0,0,1,29.101177,-81.01054671,FL,Florida
Port Richey,1,0,0,0,1,28.2716755,-82.7195451,FL,Florida
Port St. Lucie,1,0,0,0,1,27.2939333,-80.3503283,FL,Florida
Putnam County,1,0,0,0,1,29.582303,-81.7891202,FL,Florida
Reddick,1,0,0,0,1,29.3666393,-82.1973184,FL,Florida
Riverview,3,2,0,0,5,27.871197,-82.3269883,FL,Florida
Riviera Beach,6,2,0,0,8,26.78912185,-80.06076403,FL,Florida
Riviera Beach ,1,0,0,0,1,26.7885659,-80.06077792,FL,Florida
Rosewood,1,0,0,0,1,29.2391314,-82.9320641,FL,Florida
Sanford,13,0,0,1,12,28.8117179,-81.2680328,FL,Florida
Sarasota,2,3,1,0,4,27.3364347,-82.5306527,FL,Florida
Sebastian,1,0,0,0,1,27.816415,-80.4706078,FL,Florida
South Daytona,1,0,0,0,1,29.1672435,-81.00575273,FL,Florida
South Miami,1,0,0,1,0,25.707688,-80.29562918,FL,Florida
South Pasadena,1,0,0,0,1,27.7550276,-82.7376009,FL,Florida
Spring Hill,6,0,1,0,5,28.4837566,-82.53378877,FL,Florida
St Petersburg,11,0,0,0,10,27.7708606,-82.6792661,FL,Florida
St. Augustine,1,0,0,0,1,29.894691,-81.314517,FL,Florida
St. Cloud,2,0,0,0,2,28.2498534,-81.2839038,FL,Florida
St. Petersburg,9,1,0,0,10,27.7708606,-82.6792661,FL,Florida
Stonecrest,1,1,0,0,2,27.976115,-81.929911,FL,Florida
Sulphur Springs,1,0,0,0,1,28.0252965,-82.4509276,FL,Florida
Summerfield,1,1,0,0,2,29.0085924,-82.0348092,FL,Florida
Sunrise,1,0,0,0,1,26.1477307,-80.32918199,FL,Florida
Suwannee County,2,0,0,0,2,30.1625336,-83.01330963,FL,Florida
Taft,2,1,0,0,3,28.42850805,-81.36655106,FL,Florida
Tallahassee,6,2,1,1,6,30.4380832,-84.2809332,FL,Florida
Tampa,23,9,1,0,31,27.9477595,-82.458444,FL,Florida
Tarpon Springs,1,0,0,0,1,28.1480275,-82.77728239,FL,Florida
Tequesta,1,1,0,0,2,26.96085215,-80.08919263,FL,Florida
Titusville,2,0,0,0,2,28.6122187,-80.8075538,FL,Florida
Town 'n Country,1,1,0,0,2,28.0105745,-82.5773193,FL,Florida
Valrico,1,0,0,0,1,27.9487495,-82.23619951,FL,Florida
Vero Beach,2,0,0,0,2,27.6387163,-80.3975399,FL,Florida
Volusia County,2,0,0,0,2,29.0279842,-81.0754657,FL,Florida
Walnut Hill,1,0,0,0,1,30.8854631,-87.5099827,FL,Florida
Warrington,1,0,0,1,0,30.383306,-87.29766672,FL,Florida
Washington County,4,0,0,0,4,30.6101045,-85.67223154,FL,Florida
Wesley Chapel,1,0,0,0,1,28.18651455,-82.36638669,FL,Florida
West Palm Beach,15,2,0,1,15,26.7153425,-80.0533746,FL,Florida
West Park,1,0,0,1,0,25.9786264,-80.18284703,FL,Florida
Westchase,1,0,0,0,1,28.0620403,-82.61243877,FL,Florida
Wildwood,1,1,0,0,2,28.865264,-82.0389743,FL,Florida
Winter Garden,3,0,0,0,3,28.550287,-81.59259764,FL,Florida
Winter Garden ,1,0,0,0,1,28.550287,-81.59259764,FL,Florida
Winter Park,1,0,0,0,1,28.600154,-81.34275672,FL,Florida
Ybor City,1,0,0,0,1,27.9600475,-82.4411596,FL,Florida
Broward,0,1,0,0,1,26.0572981,-80.2074402,FL,Florida
Cooper City,0,1,0,0,1,26.04722445,-80.27391179,FL,Florida
Dania Beach,0,1,0,0,1,26.05083015,-80.14612476,FL,Florida
Duette,0,1,0,0,1,27.5903135,-82.122866,FL,Florida
Floral City,0,1,0,0,1,28.7207785,-82.30805829,FL,Florida
Fort Lauderdale ,0,1,0,0,1,26.1223084,-80.1433786,FL,Florida
North Miami Beach,0,1,0,0,1,25.9288015,-80.15281205,FL,Florida
Pembroke Park,0,1,0,0,1,25.98453385,-80.17639416,FL,Florida
Royal Palm Beach,0,1,0,0,1,26.70094605,-80.22341995,FL,Florida
Tamarac,0,2,0,0,2,26.20468505,-80.27106121,FL,Florida
Winter Haven,0,1,0,0,1,28.0222435,-81.7328568,FL,Florida
Appleton,2,0,0,0,2,44.2611337,-88.4067604,WI,Wisconsin
Beloit,3,0,0,0,3,42.5083272,-89.031784,WI,Wisconsin
Big Flats,1,0,0,0,1,44.1118573,-89.8078819,WI,Wisconsin
