city,males,females,babies,young,elderly,lat,lng,state,state_name
Dodgeville,1,0,0,0,1,42.9602743,-90.1301237,WI,Wisconsin
Elkhorn,1,0,0,0,1,42.6727927,-88.5445447,WI,Wisconsin
Fond du Lac,1,0,0,0,1,43.777669,-88.446951,WI,Wisconsin
Gordon,1,0,0,0,1,46.2468856,-91.7985218,WI,Wisconsin
Grand Chute,1,0,0,0,1,44.2659713,-88.4831357,WI,Wisconsin
Green Bay,2,0,0,0,2,44.5299412,-88.0248317,WI,Wisconsin
Hamburg,1,0,0,0,1,45.0905228,-89.8851301,WI,Wisconsin
Howard,1,0,0,0,1,44.5433355,-88.0880173,WI,Wisconsin
Janesville,1,0,0,0,1,42.7151854,-88.9907743,WI,Wisconsin
Juneau Co,1,0,0,0,1,43.9452035,-90.13100366,WI,Wisconsin
Kenosha,2,1,0,0,3,42.5846773,-87.8212263,WI,Wisconsin
MIlwaukee,1,0,0,0,1,43.0349931,-87.922497,WI,Wisconsin
Madison,8,3,0,0,9,43.074761,-89.3837613,WI,Wisconsin
Manitowoc,1,0,0,0,1,44.0886059,-87.6575841,WI,Wisconsin
Milwaukee,91,13,1,9,93,43.0349931,-87.922497,WI,Wisconsin
Neenah,1,0,0,0,1,44.1858193,-88.462609,WI,Wisconsin
Neillsville,1,0,0,0,1,44.559962,-90.5962498,WI,Wisconsin
Newbold,1,0,0,0,1,45.6980101,-89.5101368,WI,Wisconsin
Oneida,1,0,0,0,1,45.6879163,-89.4779558,WI,Wisconsin
Oregon,1,1,0,0,2,42.9259657,-89.3842779,WI,Wisconsin
Oshkosh,1,1,0,0,2,44.0177132,-88.5389798,WI,Wisconsin
Pensaukee,1,0,0,0,1,44.823047,-87.9131587,WI,Wisconsin
Portage,1,1,0,0,2,44.4604931,-89.5108818,WI,Wisconsin
Pound,2,0,0,0,2,45.0941494,-88.0339927,WI,Wisconsin
Racine,2,1,0,0,3,42.7261309,-87.7828523,WI,Wisconsin
Sheboygan,2,0,0,0,2,43.7508284,-87.71453,WI,Wisconsin
Sparta,2,0,0,0,2,43.9441328,-90.8129118,WI,Wisconsin
Sugar Creek,1,0,0,0,1,42.723047,-88.469036,WI,Wisconsin
Town of Menasha,1,0,0,0,1,44.2227678,-88.4913744,WI,Wisconsin
Waukesha County,1,0,0,0,1,43.0622536,-88.3123889,WI,Wisconsin
Waupun,1,0,0,0,1,43.6333219,-88.7295519,WI,Wisconsin
West Allis,1,0,0,0,1,43.0166806,-88.0070315,WI,Wisconsin
Black River Falls,0,1,0,0,1,44.2946834,-90.8515311,WI,Wisconsin
Ladysmith,0,1,0,0,1,45.4630231,-91.1040358,WI,Wisconsin
Ledgeview,0,1,0,0,1,43.782401,-88.436602,WI,Wisconsin
Mauston,0,1,0,0,1,43.7971946,-90.0773495,WI,Wisconsin
Rock County,0,1,0,0,1,42.6691512,-89.07105911,WI,Wisconsin
Waukesha,0,1,0,0,1,43.0116784,-88.2314813,WI,Wisconsin
Wauwatosa,0,1,0,0,1,43.0494122,-88.0079271,WI,Wisconsin
Ardentown,1,0,0,0,1,39.81542705,-75.49101632,DE,Delaware
Bear,1,1,0,0,2,39.6292788,-75.6582628,DE,Delaware
Dover,3,0,0,0,2,39.158168,-75.5243682,DE,Delaware
Hampstead,2,0,0,0,2,39.451929,-75.70054702,DE,Delaware
Laurel,2,2,0,0,4,38.5980535,-75.55826674,DE,Delaware
Middletown,2,0,0,0,2,39.44161,-75.72504714,DE,Delaware
Milford,5,0,0,0,4,38.9126129,-75.4279748,DE,Delaware
Millsboro,1,0,0,0,1,38.5915023,-75.2913018,DE,Delaware
Talleyville,1,1,0,0,2,39.8090011,-75.548813,DE,Delaware
Wilmington,28,4,0,4,28,39.7459468,-75.546589,DE,Delaware
Wyoming,1,1,0,0,2,39.1173355,-75.55871301,DE,Delaware
New Castle County,0,1,0,0,1,39.5649955,-75.64767074,DE,Delaware
Asbury Park,4,0,0,0,4,40.2203907,-74.0120817,NJ,New Jersey
Atlantic City,3,0,0,0,3,39.3642852,-74.4229351,NJ,New Jersey
Atlantic County,2,0,0,0,2,39.5103345,-74.68299547,NJ,New Jersey
Beachwood,2,0,0,0,2,39.939007,-74.1929188,NJ,New Jersey
Belleville,5,0,2,0,3,40.7937116,-74.1501438,NJ,New Jersey
Bloomfield,3,1,0,0,4,40.806767,-74.1854226,NJ,New Jersey
Bridgeton,2,0,0,0,2,39.427337,-75.2340768,NJ,New Jersey
Burlington,2,0,0,0,2,39.9325409,-74.7226665,NJ,New Jersey
Camden,42,4,0,1,45,39.9448436,-75.1198694,NJ,New Jersey
Carneys Point,1,0,0,0,1,39.710974,-75.46739113,NJ,New Jersey
Clifton,2,0,0,0,2,40.8584328,-74.1637553,NJ,New Jersey
East Orange,4,1,0,1,4,40.767323,-74.2048677,NJ,New Jersey
East Rutherford,1,0,0,0,0,40.833989,-74.0970865,NJ,New Jersey
Elizabeth,1,0,0,0,1,40.6639916,-74.2107006,NJ,New Jersey
Ewing,1,0,0,0,1,40.2698302,-74.7998848,NJ,New Jersey
Flemington,1,0,0,0,1,40.5123258,-74.8593318,NJ,New Jersey
Galloway,1,0,0,0,1,39.4916874,-74.50355406,NJ,New Jersey
Gloucester,1,1,0,0,2,39.8025,-75.0447222,NJ,New Jersey
Gloucester Township,1,0,0,0,1,39.7893,-75.04764216,NJ,New Jersey
Irvington,12,0,0,0,12,40.7323235,-74.2348684,NJ,New Jersey
Jersey City,16,0,1,0,15,40.7281575,-74.0776417,NJ,New Jersey
Kinnelon,1,1,0,0,2,41.0017644,-74.367096,NJ,New Jersey
Lacey Township,1,0,0,0,1,39.868223,-74.29396641,NJ,New Jersey
Lindenwold,1,0,0,0,1,39.8181245,-74.97996327,NJ,New Jersey
Long Branch,1,0,0,0,1,40.3042778,-73.9923596,NJ,New Jersey
Millburn,1,0,0,0,1,40.7248234,-74.3040373,NJ,New Jersey
Montclair,3,1,0,0,4,40.8259332,-74.2090344,NJ,New Jersey
New Brunswick,1,0,0,0,1,40.4862174,-74.4518173,NJ,New Jersey
New Milford,1,0,0,0,1,40.9350986,-74.0190281,NJ,New Jersey
Newark,77,5,0,6,76,40.735657,-74.1723667,NJ,New Jersey
Paramus,2,0,0,0,2,40.9445428,-74.0754189,NJ,New Jersey
Parsippany,1,1,0,0,2,40.8578772,-74.4259866,NJ,New Jersey
Passiac,1,0,0,0,1,40.8567662,-74.1284764,NJ,New Jersey
Paterson,4,2,0,1,5,40.9167654,-74.171811,NJ,New Jersey
Patterson,6,1,0,1,5,40.8139896,-73.9234703,NJ,New Jersey
Pemberton Twp,1,0,0,0,1,39.9548175,-74.59322095,NJ,New Jersey
Pennsauken,1,1,0,0,2,39.9562238,-75.0579502,NJ,New Jersey
Perth Amboy,1,0,0,0,1,40.5067723,-74.2654234,NJ,New Jersey
Point Pleasant Beach,1,0,0,0,1,40.0916569,-74.048052,NJ,New Jersey
Quinton,1,0,0,0,1,39.5459466,-75.4124178,NJ,New Jersey
Rahway,1,0,0,0,1,40.6081591,-74.2776468,NJ,New Jersey
South Brunswick,1,0,0,0,1,40.384923,-74.5204753,NJ,New Jersey
South River,1,0,0,0,1,40.446495,-74.3859831,NJ,New Jersey
Toms River,1,0,1,0,0,39.999917,-74.18402216,NJ,New Jersey
Trenton,34,1,0,2,32,40.2170575,-74.7429463,NJ,New Jersey
West New York,1,1,0,0,2,40.7878788,-74.0143064,NJ,New Jersey
Burlington County,0,1,0,0,1,39.862536,-74.68127306,NJ,New Jersey
Kearny,0,1,0,1,0,40.7684342,-74.1454214,NJ,New Jersey
Riverton,0,1,0,0,1,40.0115009,-75.0148931,NJ,New Jersey
Ashford,1,0,0,0,1,41.8731532,-72.1214653,CT,Connecticut
Bridgeport,8,0,0,0,8,41.1670412,-73.2048348,CT,Connecticut
Buford,2,2,0,0,4,41.820168,-73.256658,CT,Connecticut
Coventry,1,1,0,0,2,41.7700987,-72.3050803,CT,Connecticut
East Windsor,1,0,0,0,1,42.4778637,-72.9856541,CT,Connecticut
Fair Haven,1,0,0,0,1,41.3112082,-72.8956569,CT,Connecticut
Greenwich,1,0,0,1,0,41.0264862,-73.6284598,CT,Connecticut
Hartford,18,2,0,0,19,41.765599,-72.69058563,CT,Connecticut
New Britain,1,0,0,0,1,41.6804055,-72.78827613,CT,Connecticut
New Fairfield,1,0,0,0,1,41.4664832,-73.4856789,CT,Connecticut
New Haven,17,1,0,0,18,41.30729,-72.9257003,CT,Connecticut
New London,1,1,0,0,2,41.331748,-72.09655139,CT,Connecticut
Newtown,9,19,20,0,8,41.4123225,-73.31142358,CT,Connecticut
Norwalk,2,0,0,0,2,41.0958545,-73.42053899,CT,Connecticut
Norwich,2,0,0,0,2,41.549491,-72.08922807,CT,Connecticut
Preston,2,1,2,0,1,41.490374,-73.152056,CT,Connecticut
Ridgefield,1,0,0,0,1,41.2671885,-73.49350439,CT,Connecticut
Stamford,1,0,0,0,1,41.0716945,-73.54429712,CT,Connecticut
Stonington,1,0,0,0,1,41.332649,-71.90233629,CT,Connecticut
Waterbury,3,0,0,0,3,41.5647085,-73.04248163,CT,Connecticut
Waterford,3,0,0,0,3,41.3542395,-72.164816,CT,Connecticut
West Haven,2,0,0,0,2,41.2706527,-72.9470471,CT,Connecticut
Willimantic,2,0,0,0,1,41.71232,-72.21498006,CT,Connecticut
Attleborough,1,0,0,0,1,41.9250996,-71.3494994,MA,Massachusetts
Boston,23,2,0,0,25,42.3604823,-71.0595678,MA,Massachusetts
Brockton,7,0,0,0,7,42.0834335,-71.0183787,MA,Massachusetts
Charlestown,1,0,0,0,1,42.3778749,-71.0619957,MA,Massachusetts
Chelsea,2,1,0,0,3,42.3917638,-71.0328284,MA,Massachusetts
Chicopee,1,0,0,0,1,42.1712518,-72.57335897,MA,Massachusetts
Danvers,1,0,0,0,1,42.5750946,-70.9300507,MA,Massachusetts
Devens,1,0,0,0,1,42.5389512,-71.6094356,MA,Massachusetts
Dorchester,3,0,0,0,3,42.2973205,-71.0744952,MA,Massachusetts
East Bridgewater,1,0,0,0,1,42.0334341,-70.9592096,MA,Massachusetts
Fitchburg,1,0,0,0,1,42.5834228,-71.8022956,MA,Massachusetts
Framingham,1,0,0,0,1,42.2792625,-71.416172,MA,Massachusetts
Holyoke,4,0,0,0,4,42.2241545,-72.64021752,MA,Massachusetts
Lowell,1,0,0,0,1,42.6334247,-71.3161718,MA,Massachusetts
Lynn,1,0,0,0,1,42.466763,-70.9494939,MA,Massachusetts
Malden,1,0,0,0,1,42.4250964,-71.066163,MA,Massachusetts
Mattapan,3,0,0,0,2,42.2723208,-71.0869953,MA,Massachusetts
Peabody,1,0,0,0,1,42.5278731,-70.9286609,MA,Massachusetts
Roxbury,7,1,0,0,6,42.3250978,-71.0953294,MA,Massachusetts
Stoneham,1,0,0,0,1,42.4800954,-71.0994976,MA,Massachusetts
Swansea,2,0,0,0,2,41.7481575,-71.1897684,MA,Massachusetts
Watertown,1,0,0,0,1,42.3709299,-71.1828321,MA,Massachusetts
Worcester,5,3,0,0,8,42.2625932,-71.8022934,MA,Massachusetts
Middleboro,0,1,0,0,1,41.8931576,-70.9111517,MA,Massachusetts
Barboursville,1,1,0,0,2,38.4095298,-82.2945923,WV,West Virginia
Beckley,1,0,0,0,1,37.7781702,-81.1881557,WV,West Virginia
Bristol,3,1,1,0,3,39.2878659,-80.5239841,WV,West Virginia
Charleston,17,3,0,1,19,38.3498221,-81.6326301,WV,West Virginia
Circleville,1,0,0,0,1,38.6709481,-79.4911597,WV,West Virginia
Clarksburg,4,0,0,0,4,39.2806451,-80.3445341,WV,West Virginia
Cranesville,1,0,0,0,1,39.5531434,-79.4947668,WV,West Virginia
Cross Lanes,1,1,0,0,2,38.4203709,-81.7906847,WV,West Virginia
Davin,1,0,0,0,1,37.7317746,-81.829284,WV,West Virginia
East Lynn,1,0,0,0,1,38.1678662,-82.3779268,WV,West Virginia
Elkins,1,0,0,0,1,38.9259397,-79.8467349,WV,West Virginia
Fayette County,1,0,0,0,0,38.043516,-81.095171,WV,West Virginia
Genteel Ridge,1,0,0,0,1,40.275272,-80.564772,WV,West Virginia
Grandview,3,0,0,0,3,37.8251153,-81.068708,WV,West Virginia
Greenbrier County,1,0,0,0,1,37.9771195,-80.40126155,WV,West Virginia
Harrison County,2,0,0,0,1,39.284252,-80.39114556,WV,West Virginia
Hartland,1,0,0,0,1,38.432046,-81.1126092,WV,West Virginia
Huntington,7,0,0,0,7,38.4192496,-82.445154,WV,West Virginia
Jonben,1,0,0,0,1,37.6562267,-81.1920434,WV,West Virginia
Lewisburg,1,0,0,0,1,37.8017879,-80.4456303,WV,West Virginia
Man,1,0,0,0,1,37.7398294,-81.8776191,WV,West Virginia
Martinsburg,2,1,0,0,3,39.4562099,-77.9638869,WV,West Virginia
Maysel,1,0,0,0,1,38.4859334,-81.1126102,WV,West Virginia
Montcalm,1,0,0,0,1,37.3540054,-81.2525994,WV,West Virginia
Nicholas County,1,0,0,0,1,38.3183215,-80.8252353,WV,West Virginia
Oak Hill,1,0,0,0,1,37.9723339,-81.1487136,WV,West Virginia
Pennsboro,1,0,0,0,1,39.2850799,-80.9684422,WV,West Virginia
Pinch,1,0,0,0,1,38.4087094,-81.4817876,WV,West Virginia
Raleigh County,1,0,0,0,1,37.7504405,-81.17391315,WV,West Virginia
Rand,1,0,0,0,1,38.2826001,-81.5623425,WV,West Virginia
St. Albans,1,0,0,0,1,38.3856488,-81.836241,WV,West Virginia
Stanaford,1,0,0,0,1,37.8159477,-81.1523219,WV,West Virginia
Weirton,1,0,0,0,1,40.4189566,-80.5895167,WV,West Virginia
Wellsburg,1,0,0,0,1,40.2720146,-80.6095187,WV,West Virginia
Williamson,1,0,0,0,1,37.6742682,-82.2773629,WV,West Virginia
Brushfork,0,1,0,0,1,37.282784,-81.252408,WV,West Virginia
Harper Heights,0,1,0,0,1,37.803169,-81.2448248,WV,West Virginia
Kanawha County,0,1,0,1,0,38.2972545,-81.5241903,WV,West Virginia
Quick,0,1,1,0,0,38.3726001,-81.4020624,WV,West Virginia
Basin City,1,0,0,0,1,46.5940274,-119.1522344,WA,Washington
Bellevue,3,0,0,0,3,47.5990002,-122.1563996,WA,Washington
Bellingham,1,0,0,0,1,48.754402,-122.4788602,WA,Washington
Blanchard,2,0,0,0,2,48.5934411,-122.4165538,WA,Washington
Boulevard Park,2,0,0,0,2,47.4948791,-122.3103604,WA,Washington
Buckley,2,0,0,0,2,47.1622483,-122.027746,WA,Washington
Cheney,1,1,0,0,2,47.4873895,-117.5757622,WA,Washington
Chesaw,1,0,0,0,1,48.9460104,-119.0514316,WA,Washington
Connell,1,0,0,0,1,46.6634733,-118.8611117,WA,Washington
Duvall,1,0,0,0,0,47.7423219,-121.9856782,WA,Washington
Ellensburg,2,0,0,0,2,46.9970635,-120.5451223,WA,Washington
Enumclaw,1,0,0,0,1,47.2047793,-121.9916371,WA,Washington
Everett,2,0,0,0,2,47.9673056,-122.2013998,WA,Washington
Federal Way,5,1,0,0,6,47.3129607,-122.3393665,WA,Washington
Fife,1,0,0,0,1,47.2359524,-122.3626381,WA,Washington
Finley,1,0,0,0,1,46.1540232,-119.0338959,WA,Washington
Gig Harbor,1,0,0,0,1,47.3259697,-122.5878659,WA,Washington
Hoquiam,1,0,0,0,1,46.9809291,-123.8893352,WA,Washington
Index,1,0,0,0,1,47.8208311,-121.5538914,WA,Washington
Kelso,1,0,0,0,1,46.1420334,-122.9060318,WA,Washington
Kennewick,1,1,0,0,2,46.2112458,-119.1372338,WA,Washington
Kent,3,0,0,0,2,47.3826903,-122.2270272,WA,Washington
Kettle Falls,1,0,0,0,1,48.6105163,-118.0563379,WA,Washington
Key Peninsula,1,0,0,0,1,47.390888,-122.696646,WA,Washington
Lynnwood,1,0,0,0,1,47.8278656,-122.3053932,WA,Washington
Malott,2,0,0,0,2,48.2826495,-119.7067271,WA,Washington
Maple Valley,2,0,0,0,2,47.3661629,-122.0447038,WA,Washington
Moses Lake,1,0,0,0,1,47.1301417,-119.2780771,WA,Washington
Okanogan,1,0,0,0,1,48.0157092,-118.9471435,WA,Washington
Orondo,1,0,0,0,1,47.6259626,-120.2253534,WA,Washington
Orting,1,0,0,0,1,47.0978795,-122.2042824,WA,Washington
Othello,3,0,0,0,3,46.8259742,-119.1752913,WA,Washington
Pasco,1,0,0,1,0,46.2395793,-119.1005657,WA,Washington
Pend Oreille County,1,0,0,1,0,48.52299285,-117.2681786,WA,Washington
Pullman,1,0,0,0,1,46.7304625,-117.1645608,WA,Washington
Puyallup,1,1,0,0,2,47.1849009,-122.2921406,WA,Washington
Rattlesnake Mountain,1,0,0,0,1,47.4584358,-121.8062219,WA,Washington
Renton,2,1,0,0,3,47.481545,-122.1898114,WA,Washington
Richland,1,0,0,1,0,46.2778406,-119.2769067,WA,Washington
SeaTac,1,0,0,0,1,47.442905,-122.2943872,WA,Washington
Seattle,17,1,0,0,18,47.6038321,-122.3300624,WA,Washington
Sedro-Woolley,2,0,1,0,1,48.5049158,-122.2349409,WA,Washington
Shelton,1,0,0,0,1,47.2127982,-123.1002535,WA,Washington
Spanaway,3,0,0,0,1,47.0979462,-122.4243422,WA,Washington
Spokane,16,2,0,0,18,47.6588603,-117.4247134,WA,Washington
Spokane County,1,0,0,0,1,47.2648989,-117.0603557,WA,Washington
Spokane Valley,1,0,0,0,1,47.6732281,-117.2393748,WA,Washington
Sumner,1,0,0,0,1,47.2061882,-122.2312383,WA,Washington
Tacoma,5,2,0,1,6,47.2495798,-122.4398746,WA,Washington
Toppenish,1,0,0,0,1,46.3773509,-120.3086667,WA,Washington
Tukwila,1,0,0,0,1,47.4630314,-122.2558378,WA,Washington
Union Gap,1,1,0,0,2,46.5573492,-120.4750638,WA,Washington
Vancouver,5,1,0,1,5,45.6306954,-122.6744557,WA,Washington
Waller,1,0,0,0,1,47.2006554,-122.3692883,WA,Washington
Wapato,2,0,0,0,2,46.4476278,-120.4203382,WA,Washington
Wenatchee,2,1,0,0,3,47.4234599,-120.3103494,WA,Washington
Wishram,1,0,0,0,0,45.6589437,-120.9654224,WA,Washington
Yacolt,1,0,0,0,1,45.8655044,-122.4070314,WA,Washington
Yakima,2,0,0,0,2,46.5967275,-120.5296561,WA,Washington
Lake Stevens,0,1,0,1,0,48.0197794,-122.0660914,WA,Washington
Marblemount,0,1,0,0,1,48.527619,-121.4495729,WA,Washington
Terrace Heights,0,1,0,0,1,46.6062383,-120.4397854,WA,Washington
Bassfield,1,0,0,0,1,31.4965591,-89.7395195,MS,Mississippi
Batesville,3,0,0,0,2,34.318041,-89.92790375,MS,Mississippi
Biloxi,1,0,0,0,1,30.4397885,-88.96396318,MS,Mississippi
Bolivar County,1,0,0,0,1,33.82507915,-90.85605374,MS,Mississippi
Boyle,1,1,0,0,2,33.7040028,-90.7264849,MS,Mississippi
Brookhaven,3,0,0,0,3,31.583597,-90.44182903,MS,Mississippi
Bude,1,0,0,0,1,31.4629491,-90.8501014,MS,Mississippi
Calhoun City,1,0,0,0,1,33.8553915,-89.3114613,MS,Mississippi
Claiborne County,1,0,0,0,1,32.00613495,-90.8992241,MS,Mississippi
Clarke County,1,0,0,0,1,32.02698755,-88.68383462,MS,Mississippi
Clarksdale,2,0,0,0,2,34.1956615,-90.57478178,MS,Mississippi
Coahoma County,1,0,0,0,1,34.25530945,-90.64354887,MS,Mississippi
Coffeeville,1,0,0,0,1,33.9767793,-89.675641,MS,Mississippi
Copiah County,4,1,2,0,3,31.8681405,-90.42632333,MS,Mississippi
Corinth,2,1,0,0,3,34.9433635,-88.51732381,MS,Mississippi
Forest,1,0,0,0,1,32.351075,-89.47154116,MS,Mississippi
Gulfport,3,2,0,1,4,30.3674198,-89.0928155,MS,Mississippi
Hancock County,1,0,0,0,1,30.4031063,-89.51122455,MS,Mississippi
Hattiesburg,5,0,0,0,5,31.3271189,-89.2903392,MS,Mississippi
Hickory Flat,1,1,0,0,2,34.6159327,-89.188404,MS,Mississippi
Hinds County,1,0,0,0,1,32.30025695,-90.18338795,MS,Mississippi
Holmes County,1,1,0,0,2,33.1257,-90.07399364,MS,Mississippi
Horn Lake,1,0,0,0,1,34.947983,-90.05203922,MS,Mississippi
Jackson,46,10,2,3,49,32.4104055,-90.16209361,MS,Mississippi
Lamar County,1,1,0,0,2,31.20824125,-89.50095688,MS,Mississippi
Leland,1,0,0,1,0,33.402026,-90.90105931,MS,Mississippi
Lowndes County,1,0,0,0,1,33.51709275,-88.42994903,MS,Mississippi
Lucedale,1,0,0,0,1,30.92853,-88.59797531,MS,Mississippi
Marks,1,0,0,0,1,34.251709,-90.27436897,MS,Mississippi
McComb,1,0,0,0,1,31.243444,-90.4729193,MS,Mississippi
Meridian,1,0,0,1,0,32.376081,-88.68978002,MS,Mississippi
Morton,1,1,0,0,2,32.3537557,-89.6545171,MS,Mississippi
Moss Point,1,0,0,0,1,30.430371,-88.51917015,MS,Mississippi
Natchez,1,0,0,0,1,31.5444215,-91.38920215,MS,Mississippi
Olive Branch,1,0,0,0,1,34.9617605,-89.8295315,MS,Mississippi
Panola County,2,0,0,0,2,34.3731623,-89.7319317,MS,Mississippi
Pascagoula,1,0,0,0,1,30.362517,-88.54910058,MS,Mississippi
Pass Christian,1,0,0,0,1,30.3137945,-89.23792146,MS,Mississippi
Pearl,1,0,0,0,1,32.2745912,-90.1320311,MS,Mississippi
Picayune,2,0,0,0,2,30.5266,-89.67922824,MS,Mississippi
Senatobia,1,0,0,0,1,34.6040125,-89.97382986,MS,Mississippi
Tallulah,1,0,0,0,1,32.396245,-91.189765,MS,Mississippi
Tunica,1,0,0,0,1,34.6399136,-90.3623833,MS,Mississippi
Tupelo,2,0,0,0,1,34.2633865,-88.7250376,MS,Mississippi
Vancleave,1,0,0,0,1,30.541838,-88.67131175,MS,Mississippi
Vicksburg,3,0,1,0,2,32.3257403,-90.87182033,MS,Mississippi
Waveland,1,0,0,0,1,30.294404,-89.37830044,MS,Mississippi
West Point,1,0,0,0,1,33.600082,-88.66143885,MS,Mississippi
Yazoo County,1,0,0,0,1,32.763338,-90.36056013,MS,Mississippi
Hazlehurst,0,1,0,0,1,31.8641545,-90.39617281,MS,Mississippi
Kiln,0,1,0,0,1,30.4189159,-89.43472543,MS,Mississippi
Leakesville,0,1,0,0,1,31.1542465,-88.55750754,MS,Mississippi
Mendenhall,0,1,0,0,1,31.960328,-89.8683622,MS,Mississippi
Warren County,0,2,1,0,1,32.3506845,-90.83960327,MS,Mississippi
Waynesboro,0,2,0,0,2,31.676052,-88.63439802,MS,Mississippi
Battle Creek,1,0,1,0,0,41.9994496,-97.5983892,NE,Nebraska
Grand Island,1,1,0,0,2,40.9250124,-98.342007,NE,Nebraska
Gretna,1,0,0,0,1,41.118705,-96.25659398,NE,Nebraska
Howard County,2,0,0,0,2,41.2208575,-98.51621127,NE,Nebraska
La Vista,1,0,0,0,1,41.1838878,-96.031127,NE,Nebraska
Lancaster County,2,1,0,0,3,40.7768326,-96.7111039,NE,Nebraska
Macy,1,0,0,0,1,42.1130467,-96.3564161,NE,Nebraska
North Platte,1,0,0,0,1,41.1238873,-100.7654232,NE,Nebraska
Omaha,29,4,0,1,32,41.2587317,-95.9378732,NE,Nebraska
Osmond,1,0,0,0,1,42.3600032,-97.5967282,NE,Nebraska
Sarpy County,1,0,0,0,1,41.0937285,-96.10062245,NE,Nebraska
Sidney,2,0,0,0,2,41.1438296,-102.9772835,NE,Nebraska
Stromsburg,1,0,0,0,1,41.1135884,-97.5977434,NE,Nebraska
Valentine,2,0,0,0,2,42.8727833,-100.5509669,NE,Nebraska
Wabash,1,0,0,0,1,40.886389,-96.2544559,NE,Nebraska
Ralston,0,1,0,0,1,41.2015541,-96.03343028,NE,Nebraska
Belcourt,1,0,0,0,1,48.8391769,-99.7448737,ND,North Dakota
Bismarck,1,0,0,0,0,46.8083268,-100.7837392,ND,North Dakota
Fargo,1,1,0,0,2,46.8171175,-96.83510553,ND,North Dakota
Grand Forks,1,0,0,0,1,47.9078244,-97.0592028,ND,North Dakota
Westhope,1,0,0,0,1,48.9094642,-101.0207117,ND,North Dakota
Williston,3,0,0,0,3,48.1469683,-103.6179745,ND,North Dakota
Beltrami County,1,0,0,0,1,47.976307,-94.84024333,MN,Minnesota
Bemidji,2,0,0,0,2,47.4786541,-94.890802,MN,Minnesota
Brainerd,1,0,0,0,1,46.3580221,-94.2008288,MN,Minnesota
Brooklyn Center,4,0,0,0,3,45.0748543,-93.3296296,MN,Minnesota
Brooklyn Park,2,0,0,0,2,45.1004807,-93.3443585,MN,Minnesota
Burnsville,3,0,0,0,3,44.7677424,-93.2777226,MN,Minnesota
Clear Lake,2,1,0,0,3,45.4449657,-93.9988708,MN,Minnesota
Detroit Lakes,1,0,0,0,1,46.8171809,-95.8453253,MN,Minnesota
Duluth,2,0,0,0,2,46.7729322,-92.1251218,MN,Minnesota
Eden Prairie,2,2,0,0,4,44.8546856,-93.470786,MN,Minnesota
Granite Falls,1,1,0,0,2,44.8099575,-95.5455752,MN,Minnesota
Hubbard County,1,0,0,0,1,47.1082495,-94.91670766,MN,Minnesota
Kellogg,1,0,0,0,1,44.3085769,-91.9957204,MN,Minnesota
Little Falls,1,1,0,0,2,45.9763545,-94.3625024,MN,Minnesota
MInneapolis,2,0,0,0,2,44.9772995,-93.2654692,MN,Minnesota
Mankato,1,0,0,0,1,44.1634663,-93.9993505,MN,Minnesota
Minneapolis,29,1,0,0,29,44.9772995,-93.2654692,MN,Minnesota
Minnetonka,1,0,0,0,1,44.9127229,-93.499059,MN,Minnesota
New Hope,1,0,0,0,1,45.0380201,-93.3866185,MN,Minnesota
New York Mills,2,0,0,0,2,46.519128,-95.37394387,MN,Minnesota
North Mankato,1,0,0,0,1,44.1848485,-94.03951504,MN,Minnesota
Oakdale,2,0,1,0,1,44.9630216,-92.9649361,MN,Minnesota
Orono,2,0,0,0,2,44.9713519,-93.6044033,MN,Minnesota
Pine County,1,0,0,0,1,46.07482315,-92.67291185,MN,Minnesota
Ramsey,2,1,0,0,3,45.0165728,-93.0949501,MN,Minnesota
Red Wing,1,0,0,0,1,44.5624676,-92.5338013,MN,Minnesota
Richfield,1,0,0,0,1,44.8766431,-93.2877877,MN,Minnesota
Rosemount,1,1,0,0,2,44.7391873,-93.12611,MN,Minnesota
Roseville,3,0,0,0,3,45.0060767,-93.1566107,MN,Minnesota
Shakopee,2,0,0,0,2,44.7980186,-93.5268986,MN,Minnesota
Shoreview,2,1,0,0,3,45.0722056,-93.1282878,MN,Minnesota
St Paul,6,0,0,0,6,44.9504037,-93.1015026,MN,Minnesota
St Paul Park,1,0,0,0,1,44.8421887,-92.9913243,MN,Minnesota
St. Paul,5,1,0,0,6,44.9504037,-93.1015026,MN,Minnesota
St. Peter,1,1,0,0,2,44.3235774,-93.9580145,MN,Minnesota
Stillwater,1,0,0,0,1,45.0564041,-92.8134982,MN,Minnesota
Superior,1,0,0,0,1,44.0488548,-92.52468241,MN,Minnesota
West St. Paul,1,0,0,0,1,44.9160768,-93.1016074,MN,Minnesota
bagley,1,0,0,0,1,47.5216231,-95.3983491,MN,Minnesota
Andover,0,1,0,0,1,45.2332985,-93.2913405,MN,Minnesota
Bagley,0,1,0,0,1,47.5216231,-95.3983491,MN,Minnesota
Biddeford,3,1,0,0,4,43.4925843,-70.4533844,ME,Maine
Calais,1,0,0,0,1,45.1889633,-67.2786039,ME,Maine
Chapman,1,1,0,0,2,46.6480974,-68.1608669,ME,Maine
East Millinocket,1,0,0,0,1,45.6275528,-68.5744751,ME,Maine
Freeport,4,0,0,0,4,43.8570242,-70.1031057,ME,Maine
Hallowell,1,0,0,0,1,44.2859022,-69.7908786,ME,Maine
Hollis,1,0,0,0,1,43.6328705,-70.63229819,ME,Maine
